É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2019/10/04 19:09:16

,ìåçLìá,ìåçLìá,ìåçLìá,ìåçLìá,ìåçLìá,ìåçLìá,ìåçLìá,ìåçLìá,ìåçLìá,ìåçLìá,ìåçLìá,ìåçLìá
2017/11/13,9.3,8,1,17.6,8,1,0.6,8,1,0.0,8,1
2017/11/14,11.0,8,1,17.0,8,1,4.4,8,1,0.5,8,1
2017/11/15,7.9,8,1,13.8,8,1,3.2,8,1,0.0,8,1
2017/11/16,7.5,8,1,11.7,8,1,0.2,8,1,0.0,8,1
2017/11/17,5.6,8,1,12.5,8,1,-1.8,8,1,0.0,8,1
2017/11/18,7.9,8,1,11.9,8,1,5.2,8,1,5.5,8,1
2017/11/19,4.8,8,1,8.2,8,1,1.4,8,1,0.0,8,1
2017/11/20,4.1,8,1,8.6,8,1,-0.2,8,1,0.0,8,1
2017/11/21,4.5,8,1,13.1,8,1,-0.6,8,1,0.0,8,1
2017/11/22,4.7,8,1,7.7,8,1,-0.8,8,1,9.5,8,1
2017/11/23,6.8,8,1,10.2,8,1,2.7,8,1,0.5,8,1
2017/11/24,4.0,8,1,8.7,8,1,-0.9,8,1,0.0,8,1
2017/11/25,3.9,8,1,9.6,8,1,-0.1,8,1,0.0,8,1
2017/11/26,5.8,8,1,11.2,8,1,-0.1,8,1,0.0,8,1
2017/11/27,7.6,8,1,14.8,8,1,1.8,8,1,0.0,8,1
2017/11/28,7.8,8,1,16.1,8,1,0.6,8,1,0.0,8,1
2017/11/29,10.4,8,1,13.2,8,1,6.2,8,1,5.0,8,1
2017/11/30,9.4,8,1,13.6,8,1,3.1,8,1,0.0,8,1
2017/12/1,5.4,8,1,9.7,8,1,-0.8,8,1,0.0,8,1
2017/12/2,2.6,8,1,10.3,8,1,-2.7,8,1,0.0,8,1
2017/12/3,5.0,8,1,14.2,8,1,-1.1,8,1,0.0,8,1
2017/12/4,4.3,8,1,10.6,8,1,-1.3,8,1,0.5,8,1
2017/12/5,2.1,8,1,5.2,8,1,-1.6,8,1,0.0,8,1
2017/12/6,1.5,8,1,6.5,8,1,-3.0,8,1,0.0,8,1
2017/12/7,4.5,8,1,10.5,8,1,-2.2,8,1,0.0,8,1
2017/12/8,4.4,8,1,6.5,8,1,1.0,8,1,0.5,8,1
2017/12/9,3.5,8,1,6.8,8,1,-1.5,8,1,0.0,8,1
2017/12/10,5.9,8,1,10.8,8,1,2.1,8,1,8.5,8,1
2017/12/11,4.1,8,1,7.8,8,1,0.6,8,1,0.0,8,1
2017/12/12,-0.8,8,1,2.1,8,1,-3.8,8,1,0.0,8,1
2017/12/13,0.2,8,1,4.1,8,1,-3.9,8,1,0.0,8,1
2017/12/14,1.5,8,1,6.6,8,1,-2.8,8,1,0.0,8,1
2017/12/15,3.2,8,1,9.8,8,1,-3.4,8,1,0.0,8,1
2017/12/16,3.9,8,1,7.9,8,1,0.4,8,1,1.0,8,1
2017/12/17,-0.4,8,1,3.7,8,1,-3.3,8,1,0.0,8,1
2017/12/18,1.9,8,1,6.7,8,1,-3.3,8,1,0.0,8,1
2017/12/19,2.6,8,1,8.6,8,1,-4.0,8,1,0.0,8,1
2017/12/20,-0.2,8,1,7.4,8,1,-5.4,8,1,0.0,8,1
2017/12/21,0.9,8,1,9.3,8,1,-4.6,8,1,0.0,8,1
2017/12/22,2.1,8,1,10.3,8,1,-3.6,8,1,0.0,8,1
2017/12/23,2.1,8,1,10.4,8,1,-3.8,8,1,0.0,8,1
2017/12/24,4.5,8,1,9.4,8,1,-1.0,8,1,4.5,8,1
2017/12/25,4.2,8,1,8.1,8,1,-2.4,8,1,0.5,8,1
2017/12/26,1.6,8,1,6.0,8,1,-3.7,8,1,0.0,8,1
2017/12/27,1.6,8,1,5.2,8,1,-3.2,8,1,0.0,8,1
2017/12/28,0.1,8,1,6.5,8,1,-5.5,8,1,0.0,8,1
2017/12/29,2.8,8,1,7.3,8,1,-3.0,8,1,0.0,8,1
2017/12/30,4.0,8,1,10.3,8,1,-1.1,8,1,0.0,8,1
2017/12/31,3.5,8,1,8.8,8,1,-1.3,8,1,0.0,8,1
2018/1/1,1.9,8,1,6.9,8,1,-3.0,8,1,0.0,8,1
2018/1/2,2.5,8,1,9.2,8,1,-4.0,8,1,0.0,8,1
2018/1/3,2.9,8,1,6.8,8,1,-2.1,8,1,0.0,8,1
2018/1/4,1.5,8,1,7.5,8,1,-3.7,8,1,0.0,8,1
2018/1/5,2.8,8,1,7.2,8,1,0.0,8,1,0.0,8,1
2018/1/6,3.3,8,1,9.1,8,1,-2.3,8,1,0.0,8,1
2018/1/7,1.9,8,1,7.7,8,1,-4.6,8,1,0.0,8,1
2018/1/8,5.2,8,1,9.9,8,1,3.0,8,1,22.5,8,1
2018/1/9,4.1,8,1,9.0,8,1,1.3,8,1,0.0,8,1
2018/1/10,2.1,8,1,6.1,8,1,-1.1,8,1,0.0,8,1
2018/1/11,-2.3,8,1,0.7,8,1,-6.7,8,1,2.0,8,1
2018/1/12,-4.0,8,1,1.8,8,1,-9.1,8,1,0.5,8,1
2018/1/13,-2.3,8,1,2.9,8,1,-8.0,8,1,0.0,8,1
2018/1/14,-1.2,8,1,5.4,8,1,-6.0,8,1,0.0,8,1
2018/1/15,0.1,8,1,9.0,8,1,-5.9,8,1,0.0,8,1
2018/1/16,4.7,8,1,14.3,8,1,-2.2,8,1,2.5,8,1
2018/1/17,9.0,8,1,13.8,8,1,6.8,8,1,17.5,8,1
2018/1/18,5.6,8,1,12.2,8,1,0.3,8,1,0.0,8,1
2018/1/19,4.4,8,1,11.3,8,1,-0.7,8,1,0.0,8,1
2018/1/20,3.9,8,1,11.2,8,1,-0.8,8,1,0.0,8,1
2018/1/21,2.8,8,1,9.1,8,1,-3.0,8,1,0.0,8,1
2018/1/22,0.4,8,1,2.4,8,1,-1.8,8,1,11.0,8,1
2018/1/23,1.9,8,1,6.7,8,1,-2.2,8,1,0.0,8,1
2018/1/24,-3.2,8,1,-1.0,8,1,-5.0,8,1,0.0,8,1
2018/1/25,-2.6,8,1,1.4,8,1,-6.7,8,1,0.0,8,1
2018/1/26,-1.7,8,1,0.9,8,1,-3.9,8,1,0.0,8,1
2018/1/27,-1.4,8,1,3.6,8,1,-7.0,8,1,0.0,8,1
2018/1/28,-0.1,8,1,3.4,8,1,-3.0,8,1,1.0,8,1
2018/1/29,0.0,8,1,3.0,8,1,-3.3,8,1,0.0,8,1
2018/1/30,-1.8,8,1,3.0,8,1,-6.6,8,1,0.0,8,1
2018/1/31,-0.6,8,1,6.7,8,1,-7.0,8,1,0.0,8,1
2018/2/1,0.7,8,1,5.5,8,1,-3.3,8,1,0.0,8,1
2018/2/2,1.5,8,1,6.8,8,1,-4.8,8,1,0.0,8,1
2018/2/3,2.6,8,1,6.3,8,1,-0.5,8,1,0.0,8,1
2018/2/4,-1.6,8,1,1.8,8,1,-5.4,8,1,0.0,8,1
2018/2/5,-2.7,8,1,1.4,8,1,-6.3,8,1,0.0,8,1
2018/2/6,-4.3,8,1,0.5,8,1,-8.6,8,1,0.0,8,1
2018/2/7,-4.1,8,1,2.4,8,1,-9.8,8,1,0.0,8,1
2018/2/8,-2.9,8,1,4.6,8,1,-9.5,8,1,0.0,8,1
2018/2/9,0.1,8,1,9.5,8,1,-8.5,8,1,0.0,8,1
2018/2/10,2.9,8,1,5.1,8,1,0.3,8,1,9.5,8,1
2018/2/11,-0.2,8,1,3.0,8,1,-4.1,8,1,0.0,8,1
2018/2/12,-0.5,8,1,4.1,8,1,-4.8,8,1,0.0,8,1
2018/2/13,-0.6,8,1,3.6,8,1,-4.6,8,1,0.0,8,1
2018/2/14,1.3,8,1,9.5,8,1,-7.0,8,1,0.0,8,1
2018/2/15,4.7,8,1,10.0,8,1,-1.0,8,1,0.0,8,1
2018/2/16,2.8,8,1,10.2,8,1,-4.2,8,1,0.0,8,1
2018/2/17,3.0,8,1,7.7,8,1,-3.1,8,1,0.0,8,1
2018/2/18,1.4,8,1,8.9,8,1,-3.8,8,1,0.0,8,1
2018/2/19,3.5,8,1,8.6,8,1,-1.6,8,1,0.0,8,1
2018/2/20,4.3,8,1,12.7,8,1,-4.1,8,1,0.0,8,1
2018/2/21,4.5,8,1,10.0,8,1,0.3,8,1,0.0,8,1
2018/2/22,2.4,8,1,9.7,8,1,-3.7,8,1,0.0,8,1
2018/2/23,1.7,8,1,10.2,8,1,-5.8,8,1,0.0,8,1
2018/2/24,4.5,8,1,13.9,8,1,-4.8,8,1,0.0,8,1
2018/2/25,4.9,8,1,10.2,8,1,1.1,8,1,0.0,8,1
2018/2/26,6.5,8,1,13.2,8,1,0.6,8,1,0.0,8,1
2018/2/27,5.0,8,1,15.6,8,1,-3.7,8,1,0.0,8,1
2018/2/28,5.4,8,1,13.0,8,1,-2.7,8,1,20.5,8,1
2018/3/1,9.8,8,1,14.0,8,1,5.9,8,1,0.5,8,1
2018/3/2,5.1,8,1,12.6,8,1,-0.8,8,1,0.0,8,1
2018/3/3,5.3,8,1,13.7,8,1,-2.6,8,1,0.0,8,1
2018/3/4,10.3,8,1,19.7,8,1,1.0,8,1,0.0,8,1
2018/3/5,9.4,8,1,14.8,8,1,4.7,8,1,48.0,8,1
2018/3/6,5.9,8,1,11.2,8,1,0.6,8,1,0.0,8,1
2018/3/7,4.7,8,1,11.1,8,1,-1.7,8,1,0.0,8,1
2018/3/8,8.1,8,1,10.6,8,1,5.5,8,1,18.5,8,1
2018/3/9,4.1,8,1,8.1,8,1,0.6,8,1,0.0,8,1
2018/3/10,3.3,8,1,11.6,8,1,-2.5,8,1,0.0,8,1
2018/3/11,4.8,8,1,14.4,8,1,-2.7,8,1,0.0,8,1
2018/3/12,6.0,8,1,16.8,8,1,-2.7,8,1,0.0,8,1
2018/3/13,9.2,8,1,18.6,8,1,-0.8,8,1,0.0,8,1
2018/3/14,11.8,8,1,20.7,8,1,3.1,8,1,0.0,8,1
2018/3/15,13.8,8,1,18.5,8,1,7.5,8,1,3.0,8,1
2018/3/16,7.4,8,1,13.4,8,1,0.8,8,1,13.5,8,1
2018/3/17,3.9,8,1,12.6,8,1,-2.4,8,1,0.0,8,1
2018/3/18,7.9,8,1,15.9,8,1,-1.1,8,1,0.0,8,1
2018/3/19,11.0,8,1,12.7,8,1,8.7,8,1,33.5,8,1
2018/3/20,6.8,8,1,11.0,8,1,3.4,8,1,10.0,8,1
2018/3/21,5.6,8,1,7.3,8,1,3.2,8,1,39.5,8,1
2018/3/22,5.9,8,1,8.6,8,1,-0.4,8,1,1.0,8,1
2018/3/23,5.4,8,1,14.4,8,1,-2.5,8,1,0.0,8,1
2018/3/24,6.8,8,1,14.8,8,1,-1.1,8,1,0.0,8,1
2018/3/25,8.4,8,1,17.1,8,1,0.3,8,1,0.0,8,1
2018/3/26,9.6,8,1,19.6,8,1,0.4,8,1,0.0,8,1
2018/3/27,10.4,8,1,20.1,8,1,1.0,8,1,0.0,8,1
2018/3/28,12.2,8,1,22.1,8,1,2.4,8,1,0.0,8,1
2018/3/29,13.9,8,1,22.4,8,1,3.2,8,1,0.0,8,1
2018/3/30,11.4,8,1,18.0,8,1,3.7,8,1,0.0,8,1
2018/3/31,10.1,8,1,18.9,8,1,0.2,8,1,0.0,8,1
2018/4/1,15.2,8,1,21.7,8,1,8.1,8,1,0.0,8,1
2018/4/2,15.4,8,1,23.3,8,1,8.0,8,1,0.0,8,1
2018/4/3,15.8,8,1,24.3,8,1,7.2,8,1,0.0,8,1
2018/4/4,15.8,8,1,23.6,8,1,8.6,8,1,0.0,8,1
2018/4/5,12.8,8,1,17.7,8,1,9.6,8,1,3.5,8,1
2018/4/6,12.1,8,1,16.6,8,1,6.6,8,1,7.0,8,1
2018/4/7,6.3,8,1,9.7,8,1,0.7,8,1,0.0,8,1
2018/4/8,4.7,8,1,11.6,8,1,-1.8,8,1,0.0,8,1
2018/4/9,8.7,8,1,16.7,8,1,1.2,8,1,0.0,8,1
2018/4/10,11.7,8,1,21.2,8,1,1.0,8,1,0.0,8,1
2018/4/11,16.7,8,1,20.6,8,1,10.5,8,1,0.0,8,1
2018/4/12,14.3,8,1,22.4,8,1,6.3,8,1,0.0,8,1
2018/4/13,12.5,8,1,20.1,8,1,5.3,8,1,0.0,8,1
2018/4/14,12.3,8,1,16.0,8,1,8.7,8,1,27.5,8,1
2018/4/15,12.1,8,1,15.6,8,1,6.8,8,1,1.5,8,1
2018/4/16,10.7,8,1,16.8,8,1,3.4,8,1,0.0,8,1
2018/4/17,11.4,8,1,14.6,8,1,8.6,8,1,0.0,8,1
2018/4/18,13.3,8,1,21.3,8,1,5.0,8,1,0.0,8,1
2018/4/19,13.6,8,1,22.7,8,1,5.1,8,1,0.0,8,1
2018/4/20,15.4,8,1,27.0,8,1,4.8,8,1,0.0,8,1
2018/4/21,16.8,8,1,26.9,8,1,5.6,8,1,0.0,8,1
2018/4/22,16.7,8,1,25.9,8,1,7.4,8,1,0.0,8,1
2018/4/23,16.5,8,1,21.9,8,1,9.2,8,1,0.0,8,1
2018/4/24,16.3,8,1,19.3,8,1,13.3,8,1,73.5,8,1
2018/4/25,12.0,8,1,14.6,8,1,6.6,8,1,0.5,8,1
2018/4/26,12.5,8,1,21.3,8,1,4.1,8,1,0.0,8,1
2018/4/27,14.9,8,1,21.8,8,1,9.7,8,1,0.0,8,1
2018/4/28,14.7,8,1,23.9,8,1,5.2,8,1,0.0,8,1
2018/4/29,16.1,8,1,24.4,8,1,6.0,8,1,0.0,8,1
2018/4/30,17.4,8,1,23.9,8,1,11.3,8,1,0.0,8,1
2018/5/1,18.3,8,1,26.1,8,1,8.7,8,1,0.0,8,1
2018/5/2,17.2,8,1,18.8,8,1,16.2,8,1,41.0,8,1
2018/5/3,15.7,8,1,19.3,8,1,9.5,8,1,1.0,8,1
2018/5/4,13.1,8,1,18.4,8,1,6.5,8,1,0.0,8,1
2018/5/5,14.3,8,1,23.0,8,1,6.1,8,1,0.0,8,1
2018/5/6,13.7,8,1,18.7,8,1,9.7,8,1,18.0,8,1
2018/5/7,15.4,8,1,17.8,8,1,13.4,8,1,36.5,8,1
2018/5/8,14.6,8,1,17.2,8,1,12.1,8,1,5.5,8,1
2018/5/9,13.4,8,1,18.4,8,1,9.4,8,1,0.0,8,1
2018/5/10,13.0,8,1,20.5,8,1,6.3,8,1,0.0,8,1
2018/5/11,14.6,8,1,23.1,8,1,5.3,8,1,0.0,8,1
2018/5/12,17.2,8,1,24.1,8,1,9.5,8,1,0.0,8,1
2018/5/13,16.3,8,1,17.3,8,1,15.3,8,1,20.0,8,1
2018/5/14,18.9,8,1,25.3,8,1,13.9,8,1,0.0,8,1
2018/5/15,19.9,8,1,27.8,8,1,12.4,8,1,0.0,8,1
2018/5/16,20.6,8,1,26.5,8,1,15.9,8,1,0.0,8,1
2018/5/17,22.5,8,1,27.2,8,1,17.6,8,1,0.0,8,1
2018/5/18,21.9,8,1,24.8,8,1,16.7,8,1,34.5,8,1
2018/5/19,14.7,8,1,18.5,8,1,9.5,8,1,0.0,8,1
2018/5/20,14.8,8,1,21.7,8,1,5.8,8,1,0.0,8,1
2018/5/21,18.1,8,1,24.3,8,1,12.4,8,1,0.0,8,1
2018/5/22,18.0,8,1,24.4,8,1,9.6,8,1,0.0,8,1
2018/5/23,16.6,8,1,18.0,8,1,14.7,8,1,21.0,8,1
2018/5/24,18.3,8,1,26.4,8,1,9.4,8,1,0.0,8,1
2018/5/25,20.3,8,1,28.7,8,1,11.7,8,1,0.0,8,1
2018/5/26,19.3,8,1,25.6,8,1,14.9,8,1,0.0,8,1
2018/5/27,20.2,8,1,27.3,8,1,12.1,8,1,0.0,8,1
2018/5/28,20.0,8,1,23.4,8,1,17.2,8,1,0.0,8,1
2018/5/29,19.7,8,1,22.1,8,1,17.4,8,1,2.0,8,1
2018/5/30,20.1,8,1,24.0,8,1,18.0,8,1,0.0,8,1
2018/5/31,19.7,8,1,24.2,8,1,16.0,8,1,6.0,8,1
2018/6/1,18.7,8,1,26.4,8,1,12.2,8,1,0.0,8,1
2018/6/2,19.5,8,1,27.4,8,1,11.4,8,1,0.0,8,1
2018/6/3,20.0,8,1,27.5,8,1,12.8,8,1,0.0,8,1
2018/6/4,20.7,8,1,28.4,8,1,13.5,8,1,0.0,8,1
2018/6/5,18.1,8,1,23.5,5,1,15.1,5,1,24.0,8,1
2018/6/6,18.2,8,1,19.6,8,1,15.6,8,1,6.5,8,1
2018/6/7,21.3,8,1,26.4,8,1,17.9,8,1,0.0,8,1
2018/6/8,20.6,8,1,22.2,8,1,19.3,8,1,4.5,8,1
2018/6/9,23.0,8,1,28.5,8,1,18.9,8,1,0.5,8,1
2018/6/10,20.3,8,1,24.0,8,1,18.7,8,1,0.5,8,1
2018/6/11,20.3,8,1,22.0,8,1,18.9,8,1,7.5,8,1
2018/6/12,18.5,8,1,22.3,8,1,12.7,8,1,3.0,8,1
2018/6/13,19.4,8,1,25.0,8,1,13.1,8,1,0.0,8,1
2018/6/14,17.9,8,1,22.2,8,1,12.7,8,1,0.0,8,1
2018/6/15,20.4,8,1,26.7,8,1,15.9,8,1,0.5,8,1
2018/6/16,19.7,8,1,26.8,8,1,15.3,8,1,0.0,8,1
2018/6/17,20.5,8,1,27.6,8,1,13.0,8,1,0.0,8,1
2018/6/18,21.5,8,1,25.1,8,1,18.7,8,1,0.5,8,1
2018/6/19,21.0,8,1,22.4,8,1,19.9,8,1,19.0,8,1
2018/6/20,21.3,8,1,24.5,8,1,18.6,8,1,36.0,8,1
2018/6/21,21.5,8,1,27.1,8,1,17.1,8,1,0.0,8,1
2018/6/22,21.5,8,1,28.6,8,1,15.1,8,1,0.0,8,1
2018/6/23,19.9,8,1,24.8,8,1,17.7,8,1,0.0,8,1
2018/6/24,21.8,8,1,27.3,8,1,17.1,8,1,0.0,8,1
2018/6/25,23.4,8,1,31.0,8,1,15.8,8,1,0.0,8,1
2018/6/26,22.9,8,1,26.3,8,1,17.3,8,1,0.0,8,1
2018/6/27,25.2,8,1,28.0,8,1,22.9,8,1,0.0,8,1
2018/6/28,25.3,8,1,28.7,8,1,22.3,8,1,0.0,8,1
2018/6/29,24.6,8,1,27.5,8,1,21.2,8,1,9.0,8,1
2018/6/30,22.7,8,1,24.7,8,1,21.3,8,1,27.5,8,1
2018/7/1,24.8,8,1,30.5,8,1,20.6,8,1,0.0,8,1
2018/7/2,25.8,8,1,30.8,8,1,21.1,8,1,0.0,8,1
2018/7/3,23.2,8,1,24.9,8,1,22.0,8,1,15.5,8,1
2018/7/4,25.1,8,1,28.6,8,1,22.5,8,1,2.0,8,1
2018/7/5,23.1,8,1,24.3,8,1,21.8,8,1,72.5,8,1
2018/7/6,21.7,8,1,23.2,8,1,21.0,8,1,196.5,8,1
2018/7/7,22.1,8,1,25.6,8,1,20.3,8,1,117.5,8,1
2018/7/8,22.7,8,1,26.0,8,1,21.1,8,1,33.5,8,1
2018/7/9,24.7,8,1,30.8,8,1,19.8,8,1,0.0,8,1
2018/7/10,25.8,8,1,31.7,8,1,20.0,8,1,0.0,8,1
2018/7/11,26.0,8,1,31.1,8,1,20.7,8,1,0.0,8,1
2018/7/12,26.8,8,1,33.5,8,1,22.8,8,1,0.0,8,1
2018/7/13,27.2,8,1,33.4,8,1,21.8,8,1,0.0,8,1
2018/7/14,27.8,8,1,33.8,8,1,22.1,8,1,0.0,8,1
2018/7/15,27.9,8,1,33.9,8,1,22.1,8,1,0.0,8,1
2018/7/16,28.0,8,1,33.9,8,1,22.0,8,1,0.0,8,1
2018/7/17,28.0,8,1,34.4,8,1,22.7,8,1,0.0,8,1
2018/7/18,28.7,8,1,34.9,8,1,23.0,8,1,0.0,8,1
2018/7/19,28.4,8,1,35.1,8,1,22.7,8,1,0.0,8,1
2018/7/20,27.8,8,1,33.8,8,1,22.7,8,1,0.0,8,1
2018/7/21,27.3,8,1,33.3,8,1,22.2,8,1,0.0,8,1
2018/7/22,27.6,8,1,32.6,8,1,22.3,8,1,0.0,8,1
2018/7/23,28.5,8,1,34.8,8,1,23.5,8,1,0.0,8,1
2018/7/24,29.1,8,1,35.7,8,1,23.0,8,1,0.0,8,1
2018/7/25,28.7,8,1,35.2,8,1,22.4,8,1,0.0,8,1
2018/7/26,28.7,8,1,34.7,8,1,23.9,8,1,0.0,8,1
2018/7/27,28.1,8,1,33.7,8,1,24.6,8,1,0.0,8,1
2018/7/28,27.3,8,1,32.5,8,1,24.1,8,1,0.0,8,1
2018/7/29,25.5,8,1,27.8,8,1,23.9,8,1,16.5,8,1
2018/7/30,26.5,8,1,30.8,8,1,22.8,8,1,0.0,8,1
2018/7/31,27.4,8,1,32.2,8,1,23.5,8,1,0.0,8,1
2018/8/1,27.6,8,1,33.9,8,1,21.8,8,1,0.0,8,1
2018/8/2,28.2,8,1,34.5,8,1,22.8,8,1,0.0,8,1
2018/8/3,28.7,8,1,35.3,8,1,22.9,8,1,0.0,8,1
2018/8/4,28.9,8,1,35.3,8,1,22.9,8,1,0.0,8,1
2018/8/5,28.9,8,1,35.2,8,1,23.2,8,1,0.0,8,1
2018/8/6,28.5,8,1,35.3,8,1,22.8,8,1,0.0,8,1
2018/8/7,27.9,8,1,34.6,8,1,22.8,8,1,0.0,8,1
2018/8/8,25.7,8,1,32.5,8,1,18.8,8,1,0.0,8,1
2018/8/9,26.4,8,1,30.9,8,1,21.2,8,1,0.0,8,1
2018/8/10,27.2,8,1,32.3,8,1,22.6,8,1,0.0,8,1
2018/8/11,28.0,8,1,33.2,8,1,23.0,8,1,0.0,8,1
2018/8/12,28.6,8,1,34.5,8,1,24.4,8,1,0.0,8,1
2018/8/13,28.2,8,1,34.7,8,1,23.0,8,1,0.0,8,1
2018/8/14,28.0,8,1,34.0,8,1,23.2,8,1,0.0,8,1
2018/8/15,26.0,8,1,28.2,8,1,24.4,8,1,3.5,8,1
2018/8/16,25.0,8,1,28.8,8,1,23.0,8,1,16.5,8,1
2018/8/17,23.2,8,1,28.5,8,1,17.0,8,1,0.0,8,1
2018/8/18,21.4,8,1,29.3,8,1,13.9,8,1,0.0,8,1
2018/8/19,23.2,8,1,30.7,8,1,16.1,8,1,0.0,8,1
2018/8/20,23.9,8,1,29.9,8,1,18.0,8,1,0.0,8,1
2018/8/21,26.8,8,1,33.2,8,1,20.7,8,1,0.0,8,1
2018/8/22,27.6,8,1,33.1,8,1,22.8,8,1,0.0,8,1
2018/8/23,28.2,8,1,32.5,8,1,23.8,8,1,0.0,8,1
2018/8/24,28.4,8,1,32.9,8,1,25.1,8,1,0.0,8,1
2018/8/25,27.8,8,1,32.9,8,1,23.7,8,1,0.0,8,1
2018/8/26,27.0,8,1,32.7,8,1,21.4,8,1,0.0,8,1
2018/8/27,26.7,8,1,33.1,8,1,22.4,8,1,0.0,8,1
2018/8/28,25.9,8,1,32.8,8,1,22.2,8,1,4.5,8,1
2018/8/29,26.3,8,1,32.4,8,1,21.4,8,1,0.0,8,1
2018/8/30,26.4,8,1,30.4,8,1,23.3,8,1,0.0,8,1
2018/8/31,26.3,8,1,31.7,8,1,23.5,8,1,4.0,8,1
2018/9/1,22.2,8,1,24.0,8,1,20.3,8,1,27.0,8,1
2018/9/2,23.6,8,1,29.3,8,1,19.3,8,1,0.0,8,1
2018/9/3,24.8,8,1,31.3,8,1,19.9,8,1,0.0,8,1
2018/9/4,24.2,8,1,28.0,8,1,20.3,8,1,12.5,8,1
2018/9/5,22.7,8,1,28.4,8,1,17.9,8,1,0.0,8,1
2018/9/6,21.7,8,1,26.6,8,1,16.9,8,1,0.5,8,1
2018/9/7,23.5,8,1,28.6,8,1,20.2,8,1,17.0,8,1
2018/9/8,19.2,8,1,20.5,8,1,17.2,8,1,20.0,8,1
2018/9/9,19.4,8,1,20.5,8,1,18.4,8,1,64.5,8,1
2018/9/10,20.6,8,1,24.7,8,1,18.8,8,1,1.5,8,1
2018/9/11,21.3,8,1,26.0,8,1,17.6,8,1,0.0,8,1
2018/9/12,21.0,8,1,24.0,8,1,18.1,8,1,4.0,8,1
2018/9/13,22.0,8,1,25.9,8,1,20.3,8,1,0.0,8,1
2018/9/14,22.0,8,1,23.6,8,1,20.6,8,1,3.5,8,1
2018/9/15,23.3,8,1,25.9,8,1,21.7,8,1,4.5,8,1
2018/9/16,23.5,8,1,28.8,8,1,19.6,8,1,0.0,8,1
2018/9/17,22.2,8,1,26.6,8,1,18.4,8,1,0.0,8,1
2018/9/18,22.1,8,1,28.3,8,1,16.5,8,1,0.0,8,1
2018/9/19,22.0,8,1,28.0,8,1,16.2,8,1,0.5,8,1
2018/9/20,19.0,8,1,20.4,8,1,18.0,8,1,53.5,8,1
2018/9/21,21.7,8,1,23.9,8,1,19.2,8,1,5.0,8,1
2018/9/22,22.9,8,1,28.2,8,1,17.7,8,1,0.0,8,1
2018/9/23,19.7,8,1,24.9,8,1,15.3,8,1,0.0,8,1
2018/9/24,18.7,8,1,21.4,8,1,16.9,8,1,3.5,8,1
2018/9/25,18.9,8,1,23.9,8,1,15.6,8,1,0.0,8,1
2018/9/26,18.4,8,1,21.6,8,1,14.1,8,1,0.0,8,1
2018/9/27,18.9,8,1,24.8,8,1,12.9,8,1,0.0,8,1
2018/9/28,17.9,8,1,24.3,8,1,9.8,8,1,1.0,8,1
2018/9/29,16.9,8,1,18.0,8,1,15.4,8,1,50.5,8,1
2018/9/30,18.9,8,1,21.4,8,1,16.5,8,1,48.5,8,1
2018/10/1,18.2,8,1,22.7,8,1,11.9,8,1,0.0,8,1
2018/10/2,15.7,8,1,21.9,8,1,10.4,8,1,0.0,8,1
2018/10/3,16.8,8,1,24.3,8,1,9.8,8,1,0.0,8,1
2018/10/4,17.3,8,1,21.2,8,1,13.2,8,1,5.0,8,1
2018/10/5,21.1,8,1,25.3,8,1,17.6,8,1,1.5,8,1
2018/10/6,23.3,8,1,28.4,8,1,18.2,8,1,1.0,8,1
2018/10/7,20.3,8,1,24.9,8,1,15.6,8,1,0.0,8,1
2018/10/8,19.5,8,1,25.7,8,1,14.5,8,1,0.0,8,1
2018/10/9,18.9,8,1,24.5,8,1,12.7,8,1,0.0,8,1
2018/10/10,18.3,8,1,20.8,8,1,16.6,8,1,3.5,8,1
2018/10/11,15.3,8,1,18.0,8,1,10.8,8,1,7.5,8,1
2018/10/12,13.1,8,1,19.2,8,1,7.9,8,1,0.0,8,1
2018/10/13,13.2,8,1,20.8,8,1,7.0,8,1,0.0,8,1
2018/10/14,14.3,8,1,21.9,8,1,6.8,8,1,0.0,8,1
2018/10/15,15.8,8,1,22.6,8,1,11.1,8,1,0.0,8,1
2018/10/16,15.1,8,1,21.3,8,1,9.6,8,1,6.0,8,1
2018/10/17,15.7,8,1,21.2,8,1,11.0,8,1,0.0,8,1
2018/10/18,14.4,8,1,21.7,8,1,9.2,8,1,0.0,8,1
2018/10/19,13.9,8,1,18.8,8,1,9.8,8,1,0.0,8,1
2018/10/20,14.1,8,1,20.0,8,1,6.7,8,1,0.0,8,1
2018/10/21,11.6,8,1,21.2,8,1,4.1,8,1,0.0,8,1
2018/10/22,12.5,8,1,20.7,8,1,5.5,8,1,0.0,8,1
2018/10/23,14.6,8,1,19.8,8,1,11.0,8,1,13.5,8,1
2018/10/24,14.9,8,1,21.0,8,1,8.5,8,1,0.0,8,1
2018/10/25,12.3,8,1,21.1,8,1,5.1,8,1,0.0,8,1
2018/10/26,13.2,8,1,20.0,8,1,6.2,8,1,6.5,8,1
2018/10/27,14.7,8,1,17.8,8,1,11.1,8,1,2.5,8,1
2018/10/28,11.6,8,1,16.8,8,1,6.1,8,1,0.0,8,1
2018/10/29,13.4,8,1,19.0,8,1,6.1,8,1,0.5,8,1
2018/10/30,11.5,8,1,16.6,8,1,5.7,8,1,0.0,8,1
